Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDCCDTX26	$1.50	Political > US Congressional Districts > Texas > Texas 26th Congressional District (TX-26)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 26th Congressional District (TX-26)		People who live in the Texas 26th Congressional District (TX-26)	
FDCCDTX25	$1.50	Political > US Congressional Districts > Texas > Texas 25th Congressional District (TX-25)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 25th Congressional District (TX-25)		People who live in the Texas 25th Congressional District (TX-25)	
FDCCDTX24	$1.50	Political > US Congressional Districts > Texas > Texas 24th Congressional District (TX-24)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 24th Congressional District (TX-24)		People who live in the Texas 24th Congressional District (TX-24)	
FDCCDTX23	$1.50	Political > US Congressional Districts > Texas > Texas 23rd Congressional District (TX-23)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 23rd Congressional District (TX-23)		People who live in the Texas 23rd Congressional District (TX-23)	
FDCCDTX22	$1.50	Political > US Congressional Districts > Texas > Texas 22nd Congressional District (TX-22)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 22nd Congressional District (TX-22)		People who live in the Texas 22nd Congressional District (TX-22)	
FDCCDTX21	$1.50	Political > US Congressional Districts > Texas > Texas 21st Congressional District (TX-21)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 21st Congressional District (TX-21)		People who live in the Texas 21st Congressional District (TX-21)	
FDCCDTX20	$1.50	Political > US Congressional Districts > Texas > Texas 20th Congressional District (TX-20)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 20th Congressional District (TX-20)		People who live in the Texas 20th Congressional District (TX-20)	
FDCCDTX19	$1.50	Political > US Congressional Districts > Texas > Texas 19th Congressional District (TX-19)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 19th Congressional District (TX-19)		People who live in the Texas 19th Congressional District (TX-19)	
FDCCDTX18	$1.50	Political > US Congressional Districts > Texas > Texas 18th Congressional District (TX-18)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 18th Congressional District (TX-18)		People who live in the Texas 18th Congressional District (TX-18)	
FDCCDTX17	$1.50	Political > US Congressional Districts > Texas > Texas 17th Congressional District (TX-17)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 17th Congressional District (TX-17)		People who live in the Texas 17th Congressional District (TX-17)	
FDCCDTX16	$1.50	Political > US Congressional Districts > Texas > Texas 16th Congressional District (TX-16)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 16th Congressional District (TX-16)		People who live in the Texas 16th Congressional District (TX-16)	
FDCCDTX15	$1.50	Political > US Congressional Districts > Texas > Texas 15th Congressional District (TX-15)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 15th Congressional District (TX-15)		People who live in the Texas 15th Congressional District (TX-15)	
FDCCDTX14	$1.50	Political > US Congressional Districts > Texas > Texas 14th Congressional District (TX-14)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 14th Congressional District (TX-14)		People who live in the Texas 14th Congressional District (TX-14)	
FDCCDTX13	$1.50	Political > US Congressional Districts > Texas > Texas 13th Congressional District (TX-13)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 13th Congressional District (TX-13)		People who live in the Texas 13th Congressional District (TX-13)	
FDCCDTX12	$1.50	Political > US Congressional Districts > Texas > Texas 12th Congressional District (TX-12)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 12th Congressional District (TX-12)		People who live in the Texas 12th Congressional District (TX-12)	
FDCCDTX11	$1.50	Political > US Congressional Districts > Texas > Texas 11th Congressional District (TX-11)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 11th Congressional District (TX-11)		People who live in the Texas 11th Congressional District (TX-11)	
FDCCDTX10	$1.50	Political > US Congressional Districts > Texas > Texas 10th Congressional District (TX-10)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 10th Congressional District (TX-10)		People who live in the Texas 10th Congressional District (TX-10)	
FDCCDTX09	$1.50	Political > US Congressional Districts > Texas > Texas 9th Congressional District (TX-09)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 9th Congressional District (TX-09)		People who live in the Texas 9th Congressional District (TX-09)	
FDCCDTX08	$1.50	Political > US Congressional Districts > Texas > Texas 8th Congressional District (TX-08)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 8th Congressional District (TX-08)		People who live in the Texas 8th Congressional District (TX-08)	
FDCCDTX07	$1.50	Political > US Congressional Districts > Texas > Texas 7th Congressional District (TX-07)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 7th Congressional District (TX-07)		People who live in the Texas 7th Congressional District (TX-07)	
FDCCDTX06	$1.50	Political > US Congressional Districts > Texas > Texas 6th Congressional District (TX-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 6th Congressional District (TX-06)		People who live in the Texas 6th Congressional District (TX-06)	
FDCCDTX05	$1.50	Political > US Congressional Districts > Texas > Texas 5th Congressional District (TX-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 5th Congressional District (TX-05)		People who live in the Texas 5th Congressional District (TX-05)	
FDCCDTX04	$1.50	Political > US Congressional Districts > Texas > Texas 4th Congressional District (TX-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 4th Congressional District (TX-04)		People who live in the Texas 4th Congressional District (TX-04)	
FDCCDTX03	$1.50	Political > US Congressional Districts > Texas > Texas 3rd Congressional District (TX-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 3rd Congressional District (TX-03)		People who live in the Texas 3rd Congressional District (TX-03)	
FDCCDTX02	$1.50	Political > US Congressional Districts > Texas > Texas 2nd Congressional District (TX-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 2nd Congressional District (TX-02)		People who live in the Texas 2nd Congressional District (TX-02)	
FDCCDTX01	$1.50	Political > US Congressional Districts > Texas > Texas 1st Congressional District (TX-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Texas	Texas 1st Congressional District (TX-01)		People who live in the Texas 1st Congressional District (TX-01)	
FDCCDTN09	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 9th Congressional District (TN-09)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 9th Congressional District (TN-09)		People who live in the Tennessee 9th Congressional District (TN-09)	
FDCCDTN08	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 8th Congressional District (TN-08)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 8th Congressional District (TN-08)		People who live in the Tennessee 8th Congressional District (TN-08)	
FDCCDTN07	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 7th Congressional District (TN-07)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 7th Congressional District (TN-07)		People who live in the Tennessee 7th Congressional District (TN-07)	
FDCCDTN06	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 6th Congressional District (TN-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 6th Congressional District (TN-06)		People who live in the Tennessee 6th Congressional District (TN-06)	
FDCCDTN05	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 5th Congressional District (TN-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 5th Congressional District (TN-05)		People who live in the Tennessee 5th Congressional District (TN-05)	
FDCCDTN04	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 4th Congressional District (TN-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 4th Congressional District (TN-04)		People who live in the Tennessee 4th Congressional District (TN-04)	
FDCCDTN03	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 3rd Congressional District (TN-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 3rd Congressional District (TN-03)		People who live in the Tennessee 3rd Congressional District (TN-03)	
FDCCDTN02	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 2nd Congressional District (TN-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 2nd Congressional District (TN-02)		People who live in the Tennessee 2nd Congressional District (TN-02)	
FDCCDTN01	$1.50	Political > US Congressional Districts > Tennessee > Tennessee 1st Congressional District (TN-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Tennessee	Tennessee 1st Congressional District (TN-01)		People who live in the Tennessee 1st Congressional District (TN-01)	
FDCCDSD00	$1.50	Political > US Congressional Districts > South Dakota > South Dakota At-large Congressional District (SD-00)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Dakota	South Dakota At-large Congressional District (SD-00)		People who live in the South Dakota At-large Congressional District (SD-00)	
FDCCDSC07	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 7th Congressional District (SC-07)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 7th Congressional District (SC-07)		People who live in the South Carolina 7th Congressional District (SC-07)	
FDCCDSC06	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 6th Congressional District (SC-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 6th Congressional District (SC-06)		People who live in the South Carolina 6th Congressional District (SC-06)	
FDCCDSC05	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 5th Congressional District (SC-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 5th Congressional District (SC-05)		People who live in the South Carolina 5th Congressional District (SC-05)	
FDCCDSC04	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 4th Congressional District (SC-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 4th Congressional District (SC-04)		People who live in the South Carolina 4th Congressional District (SC-04)	
FDCCDSC03	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 3rd Congressional District (SC-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 3rd Congressional District (SC-03)		People who live in the South Carolina 3rd Congressional District (SC-03)	
FDCCDSC02	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 2nd Congressional District (SC-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 2nd Congressional District (SC-02)		People who live in the South Carolina 2nd Congressional District (SC-02)	
FDCCDSC01	$1.50	Political > US Congressional Districts > South Carolina > South Carolina 1st Congressional District (SC-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	South Carolina	South Carolina 1st Congressional District (SC-01)		People who live in the South Carolina 1st Congressional District (SC-01)	
FDCCDRI02	$1.50	Political > US Congressional Districts > Rhode Island > Rhode Island 2nd Congressional District (RI-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Rhode Island	Rhode Island 2nd Congressional District (RI-02)		People who live in the Rhode Island 2nd Congressional District (RI-02)	
FDCCDRI01	$1.50	Political > US Congressional Districts > Rhode Island > Rhode Island 1st Congressional District (RI-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Rhode Island	Rhode Island 1st Congressional District (RI-01)		People who live in the Rhode Island 1st Congressional District (RI-01)	
FDCCDPA18	$1.50	Political > US Congressional Districts > Pennsylvania > Pennsylvania 18th Congressional District (PA-18)	Factual	Geopulse Audiences	Political	US Congressional Districts	Pennsylvania	Pennsylvania 18th Congressional District (PA-18)		People who live in the Pennsylvania 18th Congressional District (PA-18)	
FDCCDPA17	$1.50	Political > US Congressional Districts > Pennsylvania > Pennsylvania 17th Congressional District (PA-17)	Factual	Geopulse Audiences	Political	US Congressional Districts	Pennsylvania	Pennsylvania 17th Congressional District (PA-17)		People who live in the Pennsylvania 17th Congressional District (PA-17)	
